"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [µM]","1A: O2 flux per mass [pmol/(s*mg)]","1B: O2 concentration [µM]","1B: O2 flux per mass [pmol/(s*mg)]","1A: Amp [µM]","1A: Amp flux per mass [pmol/(s*mg)]","1B: Amp [nM]","1B: Amp flux per mass [fmol/(s*mg)]"
162.90,"","","",145.7073,294.6212,110.3876,126.5583,1934.7649,258.2722,1368.3473,55.4037
162.93,"","","",145.4061,294.6212,110.2264,126.3996,1934.4349,252.5328,1368.2780,41.5528
162.97,"","","",145.1014,294.4403,110.1335,126.3996,1936.2284,249.6631,1367.7933,20.7764
163.00,"","","",144.8129,294.4403,110.0200,126.2408,1936.5297,243.9237,1368.9360,13.8509
163.03,"","","",144.5145,294.4403,109.8660,126.2408,1938.5672,252.5328,1369.1784,0.0000
163.07,"","","",144.2161,294.4403,109.7564,126.2408,1937.0463,238.1844,1368.8321,-13.8509
163.10,"","","",143.9149,294.4403,109.6683,126.0820,1937.3332,238.1844,1369.1091,-27.7018
163.13,"","","",143.6509,294.4403,109.5659,125.9232,1936.1423,229.5753,1369.7324,-34.6273
163.17,"","","",143.3959,294.2595,109.4134,125.7644,1938.3089,238.1844,1372.1909,-34.6273
163.20,"","","",143.1210,294.0786,109.2824,125.7644,1939.2846,246.7934,1373.5068,-34.6273
163.23,"","","",142.8018,293.7169,109.1498,125.7644,1938.6533,258.2722,1369.9055,-34.6273
163.27,"","","",142.4898,293.5360,109.0141,125.7644,1940.4038,264.0116,1369.3515,-34.6273
163.30,"","","",142.1823,293.3552,108.8783,125.9232,1939.6864,264.0116,1369.9748,-34.6273
163.33,"","","",141.8938,293.1743,108.7727,125.9232,1939.0120,264.0116,1369.8709,-34.6273
163.37,"","","",141.5999,292.9934,108.6242,125.7644,1939.0264,261.1419,1369.7324,-34.6273
163.40,"","","",141.3187,292.8126,108.5043,125.7644,1939.1555,261.1419,1370.8751,-27.7018
163.43,"","","",141.0112,292.8126,108.4067,125.6056,1940.2603,258.2722,1370.5635,-20.7764
163.47,"","","",140.7173,292.6317,108.2788,125.4468,1939.8012,249.6631,1372.5718,-6.9255
163.50,"","","",140.4271,292.4509,108.1590,125.2880,1942.9722,264.0116,1374.1647,6.9255
163.53,"","","",140.1341,292.4509,108.0414,125.1292,1941.2647,264.0116,1373.8530,27.7018
163.57,"","","",139.8682,292.4509,107.9327,124.9704,1942.6135,275.4903,1370.9097,27.7018
163.60,"","","",139.5779,292.2700,107.8056,124.8116,1942.7857,278.3600,1370.5288,34.6273
163.63,"","","",139.2605,292.2700,107.6762,124.4940,1942.4556,281.2297,1370.7712,34.6273
163.67,"","","",138.9775,292.2700,107.5857,124.1764,1943.0439,284.0994,1371.2214,41.5528
163.70,"","","",138.7035,292.2700,107.4706,123.8589,1942.6278,284.0994,1371.5676,48.4782
163.73,"","","",138.4276,292.2700,107.3285,123.7001,1943.5174,289.8388,1371.8447,55.4037
163.77,"","","",138.1374,292.0891,107.1856,123.5413,1944.6079,289.8388,1372.2602,62.3291
163.80,"","","",137.8444,292.0891,107.0506,123.3825,1945.0384,292.7085,1372.2948,69.2546
163.83,"","","",137.5604,291.9083,106.9156,123.5413,1945.4832,301.3176,1372.5718,76.1800
163.87,"","","",137.2774,291.7274,106.7616,123.5413,1945.2105,304.1873,1373.4029,90.0310
163.90,"","","",136.9871,291.7274,106.6488,123.5413,1945.2536,309.9266,1372.9181,103.8819
163.93,"","","",136.7004,291.3657,106.5250,123.7001,1947.5206,321.4054,1372.9181,117.7328
163.97,"","","",136.4201,291.0040,106.4233,123.7001,1946.3441,327.1448,1374.5802,131.5837
164.00,"","","",136.1244,290.8231,106.3058,123.8589,1946.4158,330.0145,1376.9349,152.3601
164.03,"","","",135.7961,290.8231,106.1820,123.8589,1945.5980,324.2751,1373.1605,152.3601
164.07,"","","",135.5004,290.8231,106.0867,123.7001,1946.8463,324.2751,1373.5068,145.4346
164.10,"","","",135.2228,290.8231,105.9652,123.5413,1946.6023,321.4054,1374.1301,152.3601
164.13,"","","",134.9370,290.6423,105.8048,123.5413,1947.3915,321.4054,1376.3116,159.2856
164.17,"","","",134.6576,290.4614,105.6643,123.5413,1947.7933,324.2751,1376.9349,166.2110
164.20,"","","",134.3583,290.4614,105.5238,123.7001,1948.5107,335.7539,1376.2770,180.0619
164.23,"","","",134.0780,290.2805,105.4150,123.7001,1947.3772,327.1448,1375.3420,180.0619
164.27,"","","",133.7967,290.0997,105.3237,123.8589,1949.9599,327.1448,1376.6232,180.0619
164.30,"","","",133.5227,289.9188,105.1983,123.8589,1946.3154,315.6660,1377.2811,180.0619
164.33,"","","",133.2433,289.7380,105.0545,123.8589,1949.4146,315.6660,1377.6967,186.9874
164.37,"","","",132.9666,289.5571,104.9410,124.0177,1949.7877,321.4054,1378.8047,193.9128
164.40,"","","",132.6917,289.3762,104.8283,124.0177,1950.7347,324.2751,1378.2507,200.8383
164.43,"","","",132.4032,289.1954,104.7298,123.8589,1950.3616,324.2751,1378.4238,207.7638
164.47,"","","",132.0894,289.0145,104.6044,123.5413,1950.8925,318.5357,1377.6274,207.7638
164.50,"","","",131.7874,288.8337,104.4813,123.3825,1951.4091,321.4054,1377.7659,214.6892
164.53,"","","",131.4989,288.4719,104.3749,123.2237,1950.5051,321.4054,1377.9391,235.4656
164.57,"","","",131.1914,288.4719,104.2693,122.9061,1951.2225,318.5357,1378.1815,235.4656
164.60,"","","",130.8858,288.4719,104.1375,122.9061,1952.8583,327.1448,1378.3546,228.5401
164.63,"","","",130.6145,288.4719,103.9938,122.9061,1951.7821,324.2751,1377.8352,228.5401
164.67,"","","",130.3342,288.4719,103.8382,122.9061,1953.1022,324.2751,1378.3200,228.5401
164.70,"","","",130.0592,288.2911,103.7278,123.0649,1951.6817,315.6660,1378.4931,221.6147
164.73,"","","",129.7834,288.2911,103.6286,123.0649,1953.2170,309.9266,1378.6316,221.6147
164.77,"","","",129.5076,288.1102,103.4920,122.9061,1952.6143,307.0569,1379.0471,214.6892
164.80,"","","",129.2318,287.9294,103.3682,122.9061,1952.5856,295.5782,1378.8740,221.6147
164.83,"","","",128.9379,287.9294,103.2586,122.9061,1951.6243,292.7085,1379.4280,228.5401
164.87,"","","",128.6467,287.9294,103.1490,122.7473,1952.7148,284.0994,1377.6274,228.5401
164.90,"","","",128.3519,287.7485,103.0260,122.5885,1955.0966,289.8388,1376.9695,214.6892
164.93,"","","",128.0607,287.7485,102.9275,122.2709,1954.5801,289.8388,1376.6232,200.8383
164.97,"","","",127.7678,287.7485,102.8005,122.1121,1955.3262,289.8388,1377.9391,186.9874
165.00,"","","",127.4639,287.7485,102.6449,121.9533,1955.7280,289.8388,1378.0083,173.1365
165.03,"","","",127.1890,287.7485,102.5377,121.6358,1954.3936,284.0994,1377.1080,159.2856
165.07,"","","",126.9141,287.7485,102.4416,121.3182,1953.3461,272.6207,1377.6274,145.4346
165.10,"","","",126.6473,287.5676,102.3249,121.0006,1955.9145,275.4903,1379.0125,138.5092
165.13,"","","",126.3806,287.3868,102.1851,120.8418,1956.2445,275.4903,1378.7701,131.5837
165.17,"","","",126.1156,287.0251,102.0732,120.8418,1955.7423,275.4903,1378.2507,117.7328
165.20,"","","",125.8461,286.6633,101.9454,120.8418,1956.5889,275.4903,1377.8006,103.8819
165.23,"","","",125.5414,286.3016,101.8390,120.6830,1956.8041,275.4903,1378.2161,96.9564
165.27,"","","",125.2357,286.1208,101.7445,120.5242,1956.2302,278.3600,1378.1815,83.1055
165.30,"","","",124.9481,285.9399,101.6230,120.3654,1957.9376,281.2297,1379.2203,76.1800
165.33,"","","",124.6624,285.5782,101.4865,120.2066,1955.6849,275.4903,1378.5970,76.1800
165.37,"","","",124.3839,285.5782,101.3586,120.2066,1956.6750,266.8813,1378.9433,62.3291
165.40,"","","",124.1017,285.5782,101.2554,119.8890,1958.4685,269.7510,1379.0471,55.4037
165.43,"","","",123.8241,285.3973,101.1347,119.5714,1958.0381,264.0116,1378.5624,41.5528
165.47,"","","",123.5456,285.2165,101.0069,119.5714,1957.1054,258.2722,1378.7701,41.5528
165.50,"","","",123.2544,285.2165,100.8735,119.5714,1957.3924,252.5328,1378.4585,34.6273
165.53,"","","",122.9849,285.0356,100.7790,119.5714,1959.3294,255.4025,1377.6967,27.7018
165.57,"Oliu","Left","",122.6286,285.2165,100.6552,119.5714,1962.4000,264.0116,1376.9349,13.8509
165.60,"","","",122.8791,283.2270,100.5416,119.4126,1962.2996,278.3600,1377.1426,0.0000
165.63,"","","",123.1983,279.2481,100.4249,119.4126,1968.3259,298.4479,1377.6620,0.0000
165.67,"","","",123.2571,274.1840,100.3003,119.4126,1967.3933,324.2751,1375.6537,-13.8509
165.70,"","","",123.1459,268.5773,100.1764,119.4126,1970.5212,358.7114,1375.7575,-20.7764
165.73,"","","",122.9496,263.1515,100.0748,119.2538,1969.8038,390.2780,1378.2161,-20.7764
165.77,"","","",122.7507,257.5449,99.9874,118.9363,1963.8205,393.1477,1380.5015,-6.9255
165.80,"","","",122.5373,252.1191,99.8739,118.7775,1967.8955,413.2355,1380.9170,0.0000
165.83,"","","",122.3320,246.8741,99.7373,118.6187,1966.7045,424.7143,1380.2937,6.9255
165.87,"","","",122.1312,241.6292,99.6373,118.3011,1967.9815,436.1930,1380.0167,13.8509
165.90,"","","",121.9540,236.5651,99.5269,117.8247,1968.9859,450.5415,1379.9821,20.7764
165.93,"","","",121.7596,231.5010,99.4078,117.5071,1967.6085,464.8900,1380.3630,27.7018
165.97,"","","",121.5887,226.6178,99.2451,117.5071,1967.8381,470.6293,1380.0167,27.7018
166.00,"","","",121.4295,221.5537,99.1419,117.5071,1966.7906,476.3687,1379.7743,34.6273
166.03,"","","",121.2414,216.4896,99.0561,117.3483,1966.8767,473.4990,1380.8131,41.5528
166.07,"","","",121.0587,211.6064,98.9283,117.1895,1967.5367,473.4990,1381.0555,55.4037
166.10,"","","",120.9113,206.7232,98.8068,117.1895,1968.3833,476.3687,1380.2591,62.3291
166.13,"","","",120.7685,201.6591,98.6996,117.0307,1969.2586,476.3687,1381.5057,69.2546
166.17,"","","",120.6183,196.9567,98.5861,117.0307,1968.1250,464.8900,1381.2979,83.1055
166.20,"","","",120.4402,192.2543,98.4845,116.7132,1967.8381,456.2809,1380.5707,90.0310
166.23,"","","",120.2521,187.9137,98.3543,116.7132,1968.6559,453.4112,1381.2633,90.0310
166.27,"","","",120.0812,183.7539,98.2145,116.5544,1968.6559,450.5415,1382.1636,90.0310
166.30,"","","",119.9483,179.5941,98.0867,116.5544,1967.7089,441.9324,1381.3325,96.9564
166.33,"","","",119.8054,175.7961,97.9866,116.5544,1967.4076,430.4537,1373.7838,69.2546
166.37,"","","",119.6806,172.1789,97.9128,116.3956,1969.9186,421.8446,1374.5456,48.4782
166.40,"","","",119.5874,168.3808,97.8175,116.0780,1967.6372,398.8871,1378.1468,41.5528
166.43,"","","",119.4617,164.7636,97.7437,115.7604,1966.3315,375.9295,1403.4940,131.5837
166.47,"","","",119.3306,161.3273,98.0700,113.6961,1968.0102,358.7114,1379.4973,124.6583
166.50,"","","",119.2131,157.8909,98.5067,109.8850,1966.6902,335.7539,1076.1622,-990.3406
166.53,"","","",119.0973,154.6354,99.2467,103.0569,1967.6802,315.6660,929.8619,-2583.1961
166.57,"","","",118.9635,151.9225,100.4273,91.7826,1967.3789,292.7085,902.6448,-4196.8280
166.60,"","","",118.8387,149.5713,102.0549,74.7917,1966.3458,261.1419,910.0204,-5685.8017
166.63,"","","",118.7320,147.4010,104.0240,50.9727,1967.5367,241.0541,993.6454,-6786.9496
166.67,"","","",118.6171,145.7733,106.1343,20.6431,1964.5092,198.0087,1049.8801,-7604.1538
166.70,"","","",118.4770,144.3264,108.3265,-16.5145,1966.5897,163.5724,1112.9018,-8130.4887
166.73,"","","",118.3567,143.6030,110.4575,-59.8651,1967.4506,137.7452,1141.0191,-8504.4634
166.77,"","","",118.2572,143.0604,112.5726,-108.6147,1966.6328,106.1786,1137.3833,-8850.7364
166.80,"","","",118.1650,142.8795,114.6123,-162.1281,1965.1979,66.0029,1139.1492,-9141.6056
166.83,"","","",118.0528,143.2412,116.6512,-220.2465,1966.3171,25.8272,1139.0454,-9390.9222
166.87,"","","",117.9425,143.9647,118.6346,-282.1759,1965.4132,-8.6091,1138.7683,-9591.7605
166.90,"","","",117.8060,145.7733,120.6068,-347.4400,1962.8017,-43.0454,1142.0233,-9751.0460
166.93,"","","",117.6966,146.1350,122.4742,-415.4036,1965.2697,-68.8726,1138.4913,-9868.7788
166.97,"","","",117.5962,144.5073,124.3138,-485.5902,1964.2653,-77.4817,1129.0727,-9979.5862
167.00,"","","",117.5048,141.9752,126.1217,-557.3649,1964.4375,-86.0907,1133.4011,-10034.9898
167.03,"","","",117.3864,139.2623,127.8795,-630.2510,1962.5291,-88.9604,1135.2710,-10034.9898
167.07,"","","",117.2697,136.7303,129.5087,-703.4548,1964.9827,-86.0907,1137.4179,-9972.6607
167.10,"","","",117.1865,134.1982,131.1340,-776.8174,1963.3470,-109.0483,1132.9856,-9875.7043
167.13,"","","",117.0907,131.6662,132.7418,-849.8623,1960.9938,-126.2664,1125.9909,-9751.0460
167.17,"","","",116.9849,129.3150,134.2487,-921.6369,1964.1649,-134.8755,1121.9395,-9598.6859
167.20,"","","",116.9044,127.1447,135.6810,-991.6648,1962.6439,-143.4846,1133.0548,-9363.2203
167.23,"","","",116.7850,124.9744,137.1070,-1059.9460,1962.0269,-149.2239,1136.3098,-9065.4256
167.27,"","","",116.6675,122.9849,138.4798,-1125.6865,1962.1991,-160.7027,1135.7558,-8719.1527
167.30,"","","",116.5870,121.1763,139.8097,-1188.2511,1961.6252,-169.3118,1133.6089,-8338.2524
167.33,"","","",116.5128,119.1868,141.1173,-1247.6398,1963.0744,-177.9208,1134.7516,-7915.7994
167.37,"","","",116.4197,117.3782,142.3218,-1303.2175,1961.0943,-189.3996,1134.4746,-7431.0173
167.40,"","","",116.3437,115.5696,143.4992,-1354.5078,1961.1517,-200.8784,1132.5008,-6918.5334
167.43,"","","",116.2397,113.9419,144.7537,-1401.5106,1962.8304,-198.0087,1137.3140,-6336.7948
167.47,"","","",116.1312,112.3142,145.9240,-1443.9085,1961.7256,-198.0087,1137.0716,-5706.5781
167.50,"","","",116.0525,110.6864,147.0244,-1480.9073,1961.6395,-200.8784,1127.3067,-5069.4359
167.53,"","","",115.9748,109.0587,148.1018,-1512.3484,1961.0943,-203.7481,1134.9247,-4356.1136
167.57,"","","",115.8753,107.7927,149.1419,-1537.9142,1960.9651,-203.7481,1127.1336,-3628.9404
167.60,"","","",115.7731,106.7075,150.1543,-1556.9694,1961.2808,-200.8784,1124.1556,-2860.2145
167.63,"","","",115.6890,105.8032,151.1412,-1569.5140,1959.5877,-206.6178,1130.5270,-2015.3085
167.67,"","","",115.5895,104.7180,152.1193,-1575.2306,1961.3956,-206.6178,1135.0979,-1142.7007
167.70,"","","",115.5036,103.8137,153.0395,-1573.9603,1960.1186,-198.0087,1135.3056,-221.6147
167.73,"","","",115.4286,102.7286,153.9169,-1565.0678,1959.4299,-200.8784,1133.9205,754.8750
167.77,"","","",115.3427,101.8243,154.7434,-1548.3945,1958.9420,-209.4874,1132.5701,1869.8739
167.80,"","","",115.2640,100.7391,155.5588,-1525.3695,1960.5777,-200.8784,1132.1892,2943.3200
167.83,"","","",115.1745,99.6539,156.3639,-1496.1515,1957.8228,-209.4874,1135.4441,2908.6927
167.87,"","","",115.0913,98.5688,157.1372,-1461.6933,1958.2533,-209.4874,1135.3056,2299.2523
167.90,"","","",115.0180,97.6645,157.8613,-1423.5829,1957.1485,-212.3571,1133.8166,1537.4519
167.93,"","","",114.9402,96.7602,158.5822,-1383.7258,1956.2445,-220.9662,1140.6382,789.5023
167.97,"","","",114.8453,95.6750,159.3015,-1343.2334,1956.7037,-223.8359,1129.4536,277.0184
168.00,"","","",114.7521,94.7707,159.9772,-1303.2175,1958.4111,-226.7056,1131.7044,-34.6273
168.03,"","","",114.6861,94.0473,160.6727,-1263.8367,1955.0536,-235.3147,1131.4966,-117.7328
168.07,"","","",114.5948,93.3238,161.3349,-1225.4087,1955.0249,-238.1844,1130.2500,-103.8819
168.10,"","","",114.5261,92.4195,161.9709,-1187.7747,1957.1198,-232.4450,1131.7390,-96.9564
168.13,"","","",114.4447,91.5152,162.5679,-1151.0934,1952.9874,-246.7934,1133.8166,-76.1800
168.17,"","","",114.3660,90.6109,163.1166,-1115.0473,1953.8340,-249.6631,1135.3402,-48.4782
168.20,"","","",114.2964,89.8875,163.7057,-1080.2716,1955.4697,-249.6631,1137.8334,-13.8509
168.23,"","","",114.2249,88.9832,164.2345,-1046.4486,1953.7909,-264.0116,1137.3486,34.6273
168.27,"","","",114.1246,88.4406,164.7235,-1013.4195,1953.6331,-266.8813,1136.2406,69.2546
168.30,"","","",114.0233,87.8980,165.1896,-981.1845,1954.3936,-269.7510,1132.2584,48.4782
168.33,"","","",113.9419,87.3555,165.6795,-950.0610,1954.3649,-269.7510,1136.3791,62.3291
168.37,"","","",113.8614,86.8129,166.2091,-920.2078,1951.8395,-284.0994,1140.4997,96.9564
168.40,"","","",113.7845,86.2703,166.7156,-891.3074,1954.0205,-278.3600,1136.3098,124.6583
168.43,"","","",113.7131,85.9086,167.2015,-863.5186,1951.2943,-286.9691,1130.8733,110.8073
168.47,"","","",113.6272,85.3660,167.6382,-836.6825,1952.0261,-301.3176,1138.3182,103.8819
168.50,"","","",113.5530,84.8234,168.0876,-810.7991,1951.7534,-301.3176,1126.6142,34.6273
168.53,"","","",113.4897,84.2808,168.5211,-785.5510,1951.5239,-307.0569,1132.6047,27.7018
168.57,"","","",113.4147,83.9191,168.8966,-761.0968,1952.5283,-307.0569,1139.7725,55.4037
168.60,"","","",113.3306,83.5574,169.2738,-737.2778,1951.8539,-309.9266,1134.2668,69.2546
168.63,"","","",113.2546,83.1957,169.6279,-714.0940,1950.7921,-315.6660,1142.4042,96.9564
168.67,"","","",113.1741,82.8340,169.9590,-691.5453,1950.7777,-312.7963,1143.0968,131.5837
168.70,"","","",113.0683,82.4722,170.2773,-669.4730,1951.0791,-315.6660,1135.4788,138.5092
168.73,"","","",113.0023,82.1105,170.6013,-647.7183,1950.0603,-318.5357,1136.3098,138.5092
168.77,"","","",112.9264,81.7488,170.9443,-627.0752,1949.1277,-318.5357,1140.7421,173.1365
168.80,"","","",112.8450,81.5679,171.2730,-607.2260,1948.6542,-321.4054,1135.0979,186.9874
168.83,"","","",112.7753,81.2062,171.5818,-588.0120,1949.3859,-318.5357,1138.9761,180.0619
168.87,"","","",112.7039,80.8445,171.8708,-569.2744,1947.5350,-321.4054,1129.4536,159.2856
168.90,"","","",112.6234,80.6636,172.0407,-550.6955,1951.0934,-309.9266,1135.0979,131.5837
168.93,"","","",112.5592,80.3019,172.4322,-533.2283,1951.0504,-295.5782,963.3118,-533.2603
168.97,"","","",112.4796,80.1210,172.7148,-516.3962,1948.3816,-295.5782,1158.9907,-429.3784
169.00,"","","",112.3910,79.9402,172.8982,-499.8816,1948.7546,-286.9691,1383.4102,505.5585
169.03,"","","",112.3395,79.5785,173.1023,-483.8435,1946.8750,-286.9691,1383.0293,1392.0172
169.07,"","","",112.2870,79.3976,173.0094,-467.0114,1946.9324,-284.0994,1382.6137,2229.9977
169.10,"","","",112.2093,79.0359,172.9173,-449.5441,1947.3054,-284.0994,1383.4794,3019.5000
169.13,"","","",112.1188,78.6742,172.7760,-431.2829,1946.7315,-272.6207,1383.2370,3753.5987
169.17,"","","",112.0546,78.4933,172.6259,-412.2277,1946.1862,-275.4903,1382.9600,4453.0700
169.20,"","","",111.9714,78.1316,172.4663,-392.5373,1948.0659,-264.0116,1383.1332,5110.9886
169.23,"","","",111.8955,77.9507,172.3313,-372.2117,1947.2337,-261.1419,1382.7523,5713.5035
169.27,"","","",111.8304,77.5890,172.2178,-351.7274,1947.8794,-255.4025,1383.8257,6295.2421
169.30,"","","",111.7770,77.2273,172.1328,-330.9255,1948.6398,-243.9237,1383.8257,6793.8751
169.33,"","","",111.7137,76.8656,171.9550,-309.8059,1945.7127,-235.3147,1382.6830,7250.9554
169.37,"","","",111.6206,76.5038,171.7748,-288.3688,1945.4832,-238.1844,1383.2024,7659.5575
169.40,"","","",111.5455,76.3230,171.6271,-266.9317,1945.7845,-238.1844,1382.7176,8012.7559
169.43,"","","",111.4786,75.9613,171.5056,-245.4946,1945.6266,-229.5753,1382.0597,8317.4760
169.47,"","","",111.4162,75.5995,171.3770,-224.0575,1945.0814,-235.3147,1383.0293,8594.4944
169.50,"","","",111.3574,75.2378,171.3333,-203.0968,1944.1488,-241.0541,1383.5487,8829.9600
169.53,"","","",111.2869,74.6952,171.2285,-182.2948,1943.3452,-241.0541,1383.6179,9030.7983
169.57,"","","",111.2046,74.3335,171.0737,-161.6517,1944.7083,-241.0541,1382.3714,9176.2329
169.60,"","","",111.1151,73.9718,170.9506,-141.0085,1944.4214,-241.0541,1382.7523,9273.1894
169.63,"","","",111.0328,73.9718,170.8030,-120.6830,1942.0539,-243.9237,1382.4060,9307.8167
169.67,"","","",110.9577,73.7909,170.6727,-100.5162,1942.2691,-243.9237,1382.6137,9307.8167
169.70,"","","",110.8890,73.6101,170.5521,-81.1434,1943.9909,-246.7934,1384.1720,9287.0403
169.73,"","","",110.8166,73.4292,170.4353,-62.4058,1943.4457,-238.1844,1383.5141,9203.9348
169.77,"","","",110.7371,73.4292,170.2837,-44.3034,1943.0152,-243.9237,1384.0681,9051.5747
169.80,"","","",110.6873,73.2484,170.1090,-26.6773,1942.8144,-243.9237,1383.9296,8885.3637
169.83,"","","",110.6285,73.0675,169.9606,-9.6864,1942.4556,-243.9237,1384.6568,8629.1217
169.87,"","","",110.5481,72.7058,169.8621,6.3517,1944.4501,-235.3147,1384.2066,8338.2524
169.90,"","","",110.4694,72.5249,169.7700,21.4371,1942.6422,-229.5753,1384.6568,8040.4577
169.93,"","","",110.3898,72.3441,169.6398,35.7285,1940.8343,-229.5753,1384.5183,7666.4829
169.97,"","","",110.3120,72.3441,169.4453,49.3847,1943.3739,-223.8359,1385.0030,7285.5827
170.00,"","","",110.2469,72.1632,169.3309,62.2470,1942.2978,-220.9662,1385.0377,6856.2042
170.03,"","","",110.1827,72.1632,169.2706,73.9977,1942.9004,-212.3571,1384.7953,6350.6457
170.07,"","","",110.0923,72.1632,169.1404,84.7957,1939.4425,-218.0965,1385.9726,5810.4600
170.10,"","","",110.0136,72.1632,168.9752,94.4821,1940.9634,-220.9662,1386.2150,5242.5723
170.13,"","","",109.9585,72.1632,168.8633,103.0569,1940.1742,-226.7056,1386.3189,4605.4301
170.17,"","","",109.9132,72.1632,168.7188,110.5202,1940.1599,-229.5753,1385.1415,3926.7352
170.20,"","","",109.8545,71.9823,168.5933,116.7132,1939.4138,-238.1844,1385.9726,3171.8601
170.23,"","","",109.7731,71.9823,168.4369,122.2709,1940.8773,-229.5753,1384.6221,2389.2833
170.27,"","","",109.7062,71.8015,168.2845,126.2408,1939.2846,-220.9662,1384.4490,893.3842
170.30,"","","",109.6528,71.6206,168.1543,128.7815,1939.6577,-220.9662,1385.0030,76.1800
170.33,"","","",109.5777,71.6206,168.0312,130.2106,1938.5959,-220.9662,1384.7260,76.1800
170.37,"","","",109.5000,71.4398,167.9145,130.3694,1939.3420,-223.8359,1384.9338,76.1800
170.40,"","","",109.4285,71.2589,167.7875,130.3694,1939.5573,-226.7056,1385.1069,76.1800
170.43,"","","",109.3634,71.2589,167.6723,130.0518,1938.4955,-226.7056,1385.7995,76.1800
170.47,"","","",109.2992,71.0780,167.5342,130.0518,1937.9072,-232.4450,1385.0377,76.1800
170.50,"","","",109.2070,70.8972,167.3865,130.0518,1939.5859,-232.4450,1386.0072,83.1055
170.53,"","","",109.1383,70.8972,167.2801,130.0518,1938.2946,-226.7056,1385.8341,83.1055
170.57,"","","",109.0677,70.8972,167.1182,130.2106,1937.9789,-223.8359,1385.7648,83.1055
170.60,"","","",108.9981,70.8972,167.0038,130.2106,1936.4293,-223.8359,1385.1415,83.1055
170.63,"","","",108.8995,70.8972,166.9054,129.8930,1937.7780,-212.3571,1386.1111,90.0310
170.67,"","","",108.7955,70.8972,166.7831,129.7342,1936.6732,-215.2268,1386.3189,90.0310
170.70,"","","",108.7395,71.0780,166.6537,129.8930,1935.9414,-218.0965,1385.9033,90.0310
170.73,"","","",108.7015,71.0780,166.5401,130.0518,1935.5971,-220.9662,1385.3839,83.1055
170.77,"","","",108.6608,70.8972,166.3964,130.2106,1935.6832,-220.9662,1385.3147,76.1800
170.80,"","","",108.6192,70.7163,166.2853,130.2106,1934.0761,-229.5753,1386.0765,76.1800
170.83,"","","",108.5523,70.3546,166.1964,129.8930,1933.5166,-241.0541,1385.5224,69.2546
170.87,"","","",108.4736,69.9929,166.1344,129.0990,1935.5110,-243.9237,1386.2496,69.2546
170.90,"","","",108.4049,69.8120,165.9915,128.6227,1934.5640,-243.9237,1387.4616,69.2546
170.93,"","","",108.3199,69.6312,165.8502,128.1463,1934.6931,-243.9237,1386.4228,69.2546
170.97,"","","",108.2566,69.4503,165.7120,127.6699,1935.9414,-246.7934,1386.3881,62.3291
171.00,"","","",108.1851,69.4503,165.5794,127.3523,1933.7174,-255.4025,1387.1846,55.4037
171.03,"","","",108.1064,69.4503,165.4214,127.0347,1933.5309,-258.2722,1387.4962,62.3291
171.07,"","","",108.0287,69.4503,165.2484,126.8759,1934.1622,-255.4025,1388.0156,62.3291
171.10,"","","",107.9545,69.4503,165.1444,126.7171,1935.2097,-252.5328,1388.9505,69.2546
171.13,"","","",107.8831,69.4503,165.0467,126.7171,1935.7980,-243.9237,1388.5004,76.1800
171.17,"","","",107.8162,69.2694,164.9244,126.7171,1934.8079,-241.0541,1388.2580,76.1800
171.20,"","","",107.7628,69.2694,164.8133,126.3996,1932.0674,-238.1844,1388.4311,83.1055
171.23,"","","",107.7321,69.0886,164.6942,126.0820,1933.1722,-235.3147,1386.9768,76.1800
171.27,"","","",107.6760,68.9077,164.5870,125.7644,1932.4978,-238.1844,1386.7690,76.1800
171.30,"","","",107.5883,68.7269,164.4790,125.4468,1930.8334,-238.1844,1386.3189,69.2546
171.33,"","","",107.5060,68.7269,164.3345,125.2880,1933.3300,-232.4450,1387.6001,76.1800
171.37,"","","",107.4282,68.7269,164.1725,124.9704,1932.4117,-223.8359,1388.6735,76.1800
171.40,"","","",107.3613,68.7269,164.0272,124.8116,1931.1491,-232.4450,1388.7428,83.1055
171.43,"","","",107.2953,68.7269,163.8819,124.8116,1931.5508,-229.5753,1388.7428,90.0310
171.47,"","","",107.2338,68.7269,163.7573,124.8116,1932.5552,-226.7056,1389.5046,103.8819
171.50,"","","",107.1651,68.7269,163.6406,124.6528,1932.6700,-220.9662,1388.5004,103.8819
171.53,"","","",107.1144,68.5460,163.5239,124.6528,1933.1865,-215.2268,1388.7428,110.8073
171.57,"","","",107.0556,68.3651,163.4230,124.4940,1932.6700,-206.6178,1388.2580,110.8073
171.60,"","","",106.9553,68.1843,163.3238,124.4940,1930.8764,-206.6178,1387.2192,103.8819
171.63,"","","",106.8938,68.0034,163.2293,124.3352,1932.6987,-198.0087,1386.9422,96.9564
171.67,"","","",106.8648,67.8226,163.1293,124.1764,1929.9581,-200.8784,1387.8078,90.0310
171.70,"","","",106.8115,67.4608,163.0094,123.8589,1929.5707,-200.8784,1388.5696,90.0310
171.73,"","","",106.7301,67.2800,162.9117,123.5413,1929.5564,-198.0087,1389.2622,90.0310
171.77,"","","",106.6469,67.0991,162.7934,123.0649,1929.0972,-200.8784,1389.1583,90.0310
171.80,"","","",106.5854,66.9183,162.6513,122.9061,1929.9151,-200.8784,1389.6777,90.0310
